time	A	B	
9.3	1	0	
9.35	1	0	
9.4	1	0	
9.45	1	0	
9.5	1	0	
9.55	1	0	
9.6	1	0	
9.65	1	0	
9.7	1	0	
9.75	1	0	
9.8	1	0	
9.85	1	0	
9.9	1	0	
9.95	1	0	
10	1	0	
10.05	1	0	
10.1	1	0	
10.15	1	0	
10.2	1	0	
10.25	1	0	
10.3	1	0	
10.35	1	0	
10.4	1	0	
10.45	1	0	
10.5	1	0	
10.55	1	0	
10.6	1	0	
10.65	1	0	
10.7	1	0	
10.75	1	0	
10.8	1	0	
10.85	1	0	
10.9	1	0	
10.95	1	0	
11	1	0	
11.05	1	0	
11.1	1	0	
11.15	1	0	
11.2	1	0	
11.25	1	0	
11.3	1	0	
11.35	1	0	
11.4	1	0	
11.45	1	0	
11.5	1	0	
11.55	1	0	
11.6	1	0	
11.65	1	0	
11.7	1	0	
11.75	1	0	
11.8	1	0	
11.85	1	0	
11.9	1	0	
11.95	1	0	
12	1	0	
12.05	1	0	
12.1	1	0	
12.15	1	0	
12.2	1	0	
12.25	1	0	
12.3	1	0	
12.35	1	0	
12.4	1	0	
12.45	1	0	
12.5	1	0	
12.55	1	0	
12.6	1	0	
12.65	1	0	
12.7	1	0	
12.75	1	0	
12.8	1	0	
12.85	1	0	
12.9	1	0	
12.95	1	0	
13	1	0	
13.05	1	0	
13.1	1	0	
13.15	1	0	
13.2	1	0	
13.25	1	0	
13.3	1	0	
13.35	1	0	
13.4	1	0	
13.45	1	0	
13.5	1	0	
13.55	1	0	
13.6	1	0	
13.65	1	0	
13.7	1	0	
13.75	1	0	
13.8	1	0	
13.85	1	0	
13.9	1	0	
13.95	1	0	
14	1	0	
14.05	1	0	
14.1	1	0	
14.15	1	0	
14.2	1	0	
14.25	1	0	
14.3	1	0	
14.35	1	0	
14.4	1	0	
14.45	1	0	
14.5	1	0	
14.55	1	0	
14.6	1	0	
14.65	1	0	
14.7	1	0	
14.75	1	0	
14.8	1	0	
14.85	1	0	
14.9	1	0	
14.95	1	0	
15	1	0	
15.05	1	0	
15.1	1	0	
15.15	1	0	
15.2	1	0	
15.25	1	0	
15.3	1	0	
15.35	1	0	
15.4	1	0	
15.45	1	0	
15.5	1	0	
15.55	1	0	
15.6	1	0	
15.65	1	0	
15.7	1	0	
15.75	1	0	
15.8	1	0	
15.85	1	0	
15.9	1	0	
15.95	1	0	
16	1	0	
16.05	1	0	
16.1	1	0	
16.15	1	0	
16.2	1	0	
16.25	1	0	
16.3	1	0	
16.35	1	0	
16.4	1	0	
16.45	1	0	
16.5	1	0	
16.55	1	0	
16.6	1	0	
16.65	1	0	
16.7	1	0	
16.75	1	0	
16.8	1	0	
16.85	1	0	
16.9	1	0	
16.95	1	0	
17	1	0	
17.05	1	0	
17.1	1	0	
17.15	1	0	
17.2	1	0	
17.25	1	0	
17.3	1	0	
17.35	1	0	
17.4	1	0	
17.45	1	0	
17.5	1	0	
17.55	1	0	
17.6	1	0	
17.65	1	0	
17.7	1	0	
17.75	1	0	
17.8	1	0	
17.85	1	0	
17.9	1	0	
17.95	1	0	
18	1	0	
18.05	1	0	
18.1	1	0	
18.15	1	0	
18.2	1	0	
18.25	1	0	
18.3	1	0	
18.35	1	0	
18.4	1	0	
18.45	1	0	
18.5	1	0	
18.55	1	0	
18.6	1	0	
18.65	1	0	
18.7	1	0	
18.75	1	0	
18.8	1	0	
18.85	1	0	
18.9	1	0	
18.95	1	0	
19	1	0	
19.05	1	0	
19.1	1	0	
19.15	1	0	
19.2	1	0	
19.25	1	0	
19.3	1	0	
19.35	1	0	
19.4	1	0	
19.45	0	1	
19.5	0	1	
19.55	0	1	
19.6	0	1	
19.65	0	1	
19.7	0	1	
19.75	0	1	
19.8	0	1	
19.85	0	1	
19.9	0	1	
19.95	0	1	
20	0	1	
20.05	0	1	
20.1	0	1	
20.15	0	1	
20.2	0	1	
20.25	0	1	
20.3	0	1	
20.35	0	1	
20.4	0	1	
20.45	0	1	
20.5	0	1	
20.55	0	1	
20.6	0	1	
20.65	0	1	
20.7	0	1	
20.75	1	0	
20.8	1	0	
20.85	1	0	
20.9	1	0	
20.95	1	0	
21	1	0	
21.05	1	0	
21.1	1	0	
21.15	1	0	
21.2	1	0	
21.25	1	0	
21.3	1	0	
21.35	1	0	
21.4	1	0	
21.45	1	0	
21.5	1	0	
21.55	1	0	
21.6	1	0	
21.65	1	0	
21.7	1	0	
21.75	0	1	
21.8	0	1	
21.85	0	1	
21.9	0	1	
21.95	0	1	
22	0	1	
22.05	0	1	
22.1	0	1	
22.15	0	1	
22.2	0	1	
22.25	0	1	
22.3	0	1	
22.35	0	1	
22.4	0	1	
22.45	0	1	
22.5	0	1	
22.55	0	1	
22.6	0	1	
22.65	0	1	
22.7	0	1	
22.75	0	1	
22.8	0	1	
22.85	0	1	
22.9	0	1	
22.95	0	1	
23	0	1	
23.05	0	1	
23.1	0	1	
23.15	0	1	
23.2	0	1	
23.25	0	1	
23.3	0	1	
23.35	0	1	
23.4	0	1	
23.45	0	1	
23.5	0	1	
23.55	0	1	
23.6	0	1	
23.65	0	1	
23.7	0	1	
23.75	0	1	
23.8	0	1	
23.85	0	1	
23.9	0	1	
23.95	0	1	
24	0	1	
24.05	0	1	
24.1	0	1	
24.15	0	1	
24.2	0	1	
24.25	0	1	
24.3	0	1	
24.35	0	1	
24.4	0	1	
24.45	0	1	
24.5	0	1	
24.55	0	1	
24.6	0	1	
24.65	0	1	
24.7	0	1	
24.75	0	1	
24.8	0	1	
24.85	0	1	
24.9	0	1	
24.95	0	1	
25	0	1	
25.05	0	1	
25.1	0	1	
25.15	0	1	
25.2	0	1	
25.25	0	1	
25.3	0	1	
25.35	0	1	
25.4	0	1	
25.45	0	1	
25.5	0	1	
25.55	0	1	
25.6	0	1	
25.65	0	1	
25.7	0	1	
25.75	0	1	
25.8	0	1	
25.85	0	1	
25.9	0	1	
25.95	0	1	
26	0	1	
26.05	0	1	
26.1	0	1	
26.15	0	1	
26.2	0	1	
26.25	0	1	
26.3	0	1	
26.35	0	1	
26.4	0	1	
26.45	0	1	
26.5	0	1	
26.55	0	1	
26.6	0	1	
26.65	0	1	
26.7	0	1	
26.75	0	1	
26.8	0	1	
26.85	0	1	
26.9	0	1	
26.95	0	1	
27	0	1	
27.05	0	1	
27.1	0	1	
27.15	0	1	
27.2	0	1	
27.25	0	1	
27.3	0	1	
27.35	0	1	
27.4	0	1	
27.45	0	1	
27.5	0	1	
27.55	0	1	
27.6	0	1	
27.65	0	1	
27.7	0	1	
27.75	0	1	
27.8	0	1	
27.85	0	1	
27.9	0	1	
27.95	0	1	
28	0	1	
28.05	0	1	
28.1	0	1	
28.15	0	1	
28.2	0	1	
28.25	0	1	
28.3	0	1	
28.35	0	1	
28.4	0	1	
28.45	0	1	
28.5	0	1	
28.55	0	1	
28.6	0	1	
28.65	0	1	
28.7	0	1	
28.75	0	1	
28.8	0	1	
28.85	0	1	
28.9	0	1	
28.95	0	1	
29	0	1	
29.05	0	1	
29.1	0	1	
29.15	0	1	
29.2	0	1	
29.25	0	1	
29.3	0	1	
29.35	0	1	
29.4	0	1	
29.45	0	1	
29.5	0	1	
29.55	0	1	
29.6	0	1	
29.65	0	1	
29.7	0	1	
29.75	0	1	
29.8	0	1	
29.85	0	1	
29.9	0	1	
29.95	0	1	
30	0	1	
30.05	0	1	
30.1	0	1	
30.15	0	1	
30.2	0	1	
30.25	0	1	
30.3	0	1	
30.35	0	1	
30.4	0	1	
30.45	0	1	
30.5	0	1	
30.55	0	1	
30.6	0	1	
30.65	0	1	
30.7	0	1	
30.75	0	1	
30.8	0	1	
30.85	0	1	
30.9	0	1	
30.95	0	1	
31	0	1	
31.05	0	1	
31.1	0	1	
31.15	0	1	
31.2	0	1	
31.25	0	1	
31.3	0	1	
31.35	0	1	
31.4	0	1	
31.45	0	1	
31.5	0	1	
31.55	0	1	
31.6	0	1	
31.65	0	1	
31.7	0	1	
31.75	0	1	
31.8	0	1	
31.85	0	1	
31.9	0	1	
31.95	0	1	
32	0	1	
32.05	0	1	
32.1	0	1	
32.15	0	1	
32.2	0	1	
32.25	0	1	
32.3	0	1	
32.35	0	1	
32.4	0	1	
32.45	0	1	
32.5	0	1	
32.55	0	1	
32.6	0	1	
32.65	0	1	
32.7	0	1	
32.75	0	1	
32.8	0	1	
32.85	0	1	
32.9	0	1	
32.95	0	1	
33	0	1	
33.05	0	1	
33.1	0	1	
33.15	0	1	
33.2	0	1	
33.25	0	1	
33.3	0	1	
33.35	0	1	
33.4	0	1	
33.45	0	1	
33.5	0	1	
33.55	0	1	
33.6	0	1	
33.65	0	1	
33.7	0	1	
33.75	0	1	
33.8	0	1	
33.85	0	1	
33.9	1	0	
33.95	1	0	
34	1	0	
34.05	1	0	
34.1	1	0	
34.15	1	0	
34.2	1	0	
34.25	1	0	
34.3	1	0	
34.35	1	0	
34.4	1	0	
34.45	1	0	
34.5	1	0	
34.55	1	0	
34.6	1	0	
34.65	1	0	
34.7	1	0	
34.75	1	0	
34.8	1	0	
34.85	1	0	
34.9	1	0	
34.95	1	0	
35	1	0	
35.05	1	0	
35.1	0	1	
35.15	0	1	
35.2	0	1	
35.25	0	1	
35.3	0	1	
35.35	0	1	
35.4	0	1	
35.45	0	1	
35.5	0	1	
35.55	0	1	
35.6	0	1	
35.65	0	1	
35.7	0	1	
35.75	0	1	
35.8	0	1	
35.85	0	1	
35.9	0	1	
35.95	0	1	
36	0	1	
36.05	0	1	
36.1	0	1	
36.15	0	1	
36.2	0	1	
36.25	0	1	
36.3	0	1	
36.35	0	1	
36.4	0	1	
36.45	0	1	
36.5	0	1	
36.55	0	1	
36.6	0	1	
36.65	0	1	
36.7	0	1	
36.75	0	1	
36.8	0	1	
36.85	0	1	
36.9	0	1	
36.95	0	1	
37	0	1	
37.05	0	1	
37.1	0	1	
37.15	0	1	
37.2	0	1	
37.25	0	1	
37.3	0	1	
37.35	0	1	
37.4	0	1	
37.45	0	1	
37.5	0	1	
37.55	0	1	
37.6	0	1	
37.65	0	1	
37.7	0	1	
37.75	0	1	
37.8	0	1	
37.85	0	1	
37.9	0	1	
37.95	0	1	
38	0	1	
38.05	0	1	
38.1	0	1	
38.15	0	1	
38.2	0	1	
38.25	0	1	
38.3	0	1	
38.35	0	1	
38.4	0	1	
38.45	0	1	
38.5	0	1	
38.55	0	1	
38.6	0	1	
38.65	0	1	
38.7	0	1	
38.75	0	1	
38.8	0	1	
38.85	0	1	
38.9	0	1	
38.95	0	1	
39	0	1	
39.05	0	1	
39.1	0	1	
39.15	0	1	
39.2	0	1	
39.25	0	1	
39.3	0	1	
39.35	0	1	
39.4	0	1	
39.45	0	1	
39.5	0	1	
39.55	0	1	
39.6	0	1	
39.65	0	1	
39.7	0	1	
39.75	0	1	
39.8	0	1	
39.85	0	1	
39.9	0	1	
39.95	0	1	
40	0	1	
40.05	0	1	
40.1	0	1	
40.15	0	1	
40.2	0	1	
40.25	0	1	
40.3	0	1	
40.35	0	1	
40.4	0	1	
40.45	0	1	
40.5	0	1	
40.55	0	1	
40.6	0	1	
40.65	0	1	
40.7	0	1	
40.75	0	1	
40.8	0	1	
40.85	0	1	
40.9	0	1	
40.95	0	1	
41	0	1	
41.05	0	1	
41.1	0	1	
41.15	0	1	
41.2	0	1	
41.25	0	1	
41.3	0	1	
41.35	0	1	
41.4	0	1	
41.45	0	1	
41.5	0	1	
41.55	0	1	
41.6	0	1	
41.65	0	1	
41.7	0	1	
41.75	0	1	
41.8	0	1	
41.85	0	1	
41.9	0	1	
41.95	0	1	
42	0	1	
42.05	0	1	
42.1	0	1	
42.15	0	1	
42.2	0	1	
42.25	0	1	
42.3	0	1	
42.35	0	1	
42.4	0	1	
42.45	0	1	
42.5	0	1	
42.55	0	1	
42.6	0	1	
42.65	0	1	
42.7	0	1	
42.75	0	1	
42.8	0	1	
42.85	0	1	
42.9	0	1	
42.95	0	1	
43	0	1	
43.05	0	1	
43.1	0	1	
43.15	0	1	
43.2	0	1	
43.25	0	1	
43.3	0	1	
43.35	0	1	
43.4	0	1	
43.45	0	1	
43.5	0	1	
43.55	0	1	
43.6	0	1	
43.65	0	1	
43.7	0	1	
43.75	0	1	
43.8	0	1	
43.85	0	1	
43.9	0	1	
43.95	0	1	
44	0	1	
44.05	0	1	
44.1	0	1	
44.15	0	1	
44.2	0	1	
44.25	0	1	
44.3	0	1	
44.35	0	1	
44.4	0	1	
44.45	0	1	
44.5	0	1	
44.55	0	1	
44.6	0	1	
44.65	0	1	
44.7	0	1	
44.75	0	1	
44.8	0	1	
44.85	0	1	
44.9	0	1	
44.95	0	1	
45	0	1	
45.05	0	1	
45.1	0	1	
45.15	0	1	
45.2	0	1	
45.25	0	1	
45.3	0	1	
45.35	0	1	
45.4	0	1	
45.45	0	1	
45.5	0	1	
45.55	0	1	
45.6	0	1	
45.65	0	1	
45.7	0	1	
45.75	0	1	
45.8	0	1	
45.85	0	1	
45.9	0	1	
45.95	0	1	
46	0	1	
46.05	0	1	
46.1	0	1	
46.15	0	1	
46.2	0	1	
46.25	0	1	
46.3	0	1	
46.35	0	1	
46.4	0	1	
46.45	0	1	
46.5	0	1	
46.55	0	1	
46.6	0	1	
46.65	0	1	
46.7	0	1	
46.75	0	1	
46.8	0	1	
46.85	0	1	
46.9	0	1	
46.95	0	1	
47	0	1	
47.05	0	1	
47.1	0	1	
47.15	0	1	
47.2	0	1	
47.25	0	1	
47.3	0	1	
47.35	0	1	
47.4	0	1	
47.45	0	1	
47.5	0	1	
47.55	0	1	
47.6	0	1	
47.65	0	1	
47.7	0	1	
47.75	0	1	
47.8	0	1	
47.85	0	1	
47.9	0	1	
47.95	0	1	
48	0	1	
48.05	0	1	
48.1	0	1	
48.15	0	1	
48.2	0	1	
48.25	0	1	
48.3	0	1	
48.35	0	1	
48.4	0	1	
48.45	0	1	
48.5	0	1	
48.55	0	1	
48.6	0	1	
48.65	0	1	
48.7	0	1	
48.75	0	1	
48.8	0	1	
48.85	0	1	
48.9	0	1	
48.95	0	1	
49	0	1	
49.05	0	1	
49.1	0	1	
49.15	0	1	
49.2	0	1	
49.25	0	1	
49.3	0	1	
49.35	0	1	
49.4	0	1	
49.45	0	1	
49.5	0	1	
49.55	0	1	
49.6	0	1	
49.65	0	1	
49.7	0	1	
49.75	0	1	
49.8	0	1	
49.85	0	1	
49.9	0	1	
49.95	0	1	
50	0	1	
50.05	0	1	
50.1	0	1	
50.15	0	1	
50.2	0	1	
50.25	0	1	
50.3	0	1	
50.35	0	1	
50.4	0	1	
50.45	0	1	
50.5	0	1	
50.55	0	1	
50.6	0	1	
50.65	0	1	
50.7	0	1	
50.75	0	1	
50.8	0	1	
50.85	0	1	
50.9	0	1	
50.95	0	1	
51	0	1	
51.05	0	1	
51.1	0	1	
51.15	0	1	
51.2	0	1	
51.25	0	1	
51.3	0	1	
51.35	0	1	
51.4	0	1	
51.45	0	1	
51.5	0	1	
51.55	0	1	
51.6	0	1	
51.65	0	1	
51.7	0	1	
51.75	0	1	
51.8	0	1	
51.85	0	1	
51.9	0	1	
51.95	0	1	
52	0	1	
52.05	0	1	
52.1	0	1	
52.15	0	1	
52.2	0	1	
52.25	0	1	
52.3	0	1	
52.35	0	1	
52.4	0	1	
52.45	0	1	
52.5	0	1	
52.55	0	1	
52.6	0	1	
52.65	0	1	
52.7	0	1	
52.75	0	1	
52.8	0	1	
52.85	0	1	
52.9	0	1	
52.95	0	1	
53	0	1	
53.05	0	1	
53.1	0	1	
53.15	0	1	
53.2	0	1	
53.25	0	1	
53.3	0	1	
53.35	0	1	
53.4	0	1	
53.45	0	1	
53.5	0	1	
53.55	0	1	
53.6	0	1	
53.65	0	1	
53.7	0	1	
53.75	0	1	
53.8	0	1	
53.85	0	1	
53.9	0	1	
53.95	0	1	
54	0	1	
54.05	0	1	
54.1	0	1	
54.15	0	1	
54.2	0	1	
54.25	0	1	
54.3	0	1	
54.35	0	1	
54.4	0	1	
54.45	0	1	
54.5	0	1	
54.55	0	1	
54.6	0	1	
54.65	0	1	
54.7	0	1	
54.75	0	1	
54.8	0	1	
54.85	0	1	
54.9	0	1	
54.95	0	1	
55	0	1	
55.05	0	1	
55.1	0	1	
55.15	0	1	
55.2	0	1	
55.25	0	1	
55.3	0	1	
55.35	0	1	
55.4	0	1	
55.45	0	1	
55.5	0	1	
55.55	0	1	
55.6	0	1	
55.65	0	1	
55.7	0	1	
55.75	0	1	
55.8	0	1	
55.85	0	1	
55.9	0	1	
55.95	0	1	
56	0	1	
56.05	0	1	
56.1	0	1	
56.15	0	1	
56.2	0	1	
56.25	0	1	
56.3	0	1	
56.35	0	1	
56.4	0	1	
56.45	0	1	
56.5	0	1	
56.55	0	1	
56.6	0	1	
56.65	0	1	
56.7	0	1	
56.75	0	1	
56.8	0	1	
56.85	0	1	
56.9	0	1	
56.95	0	1	
57	0	1	
57.05	0	1	
57.1	0	1	
57.15	0	1	
57.2	0	1	
57.25	0	1	
57.3	0	1	
57.35	0	1	
57.4	0	1	
57.45	0	1	
57.5	0	1	
57.55	0	1	
57.6	0	1	
57.65	0	1	
57.7	0	1	
57.75	0	1	
57.8	0	1	
57.85	0	1	
57.9	0	1	
57.95	0	1	
58	0	1	
58.05	0	1	
58.1	0	1	
58.15	0	1	
58.2	0	1	
58.25	0	1	
58.3	0	1	
58.35	0	1	
58.4	0	1	
58.45	0	1	
58.5	0	1	
58.55	0	1	
58.6	0	1	
58.65	0	1	
58.7	0	1	
58.75	0	1	
58.8	0	1	
58.85	0	1	
58.9	0	1	
58.95	0	1	
59	0	1	
59.05	0	1	
59.1	0	1	
59.15	0	1	
59.2	0	1	
59.25	0	1	
59.3	0	1	
59.35	0	1	
59.4	0	1	
59.45	0	1	
59.5	0	1	
59.55	0	1	
59.6	0	1	
59.65	0	1	
59.7	0	1	
59.75	0	1	
59.8	0	1	
59.85	0	1	
59.9	0	1	
59.95	0	1	
60	0	1	
60.05	0	1	
60.1	0	1	
60.15	0	1	
60.2	0	1	
60.25	0	1	
60.3	0	1	
60.35	0	1	
60.4	0	1	
60.45	0	1	
60.5	0	1	
60.55	0	1	
60.6	0	1	
60.65	0	1	
60.7	0	1	
60.75	0	1	
60.8	0	1	
60.85	0	1	
60.9	0	1	
60.95	0	1	
61	0	1	
61.05	0	1	
61.1	0	1	
61.15	0	1	
61.2	0	1	
61.25	0	1	
61.3	0	1	
61.35	0	1	
61.4	0	1	
61.45	0	1	
61.5	0	1	
61.55	0	1	
61.6	0	1	
61.65	0	1	
61.7	0	1	
61.75	0	1	
61.8	0	1	
61.85	0	1	
61.9	0	1	
61.95	0	1	
62	0	1	
62.05	0	1	
62.1	0	1	
62.15	0	1	
62.2	0	1	
62.25	0	1	
62.3	0	1	
62.35	0	1	
62.4	0	1	
62.45	0	1	
62.5	0	1	
62.55	0	1	
62.6	0	1	
62.65	0	1	
62.7	0	1	
62.75	0	1	
62.8	0	1	
62.85	0	1	
62.9	0	1	
62.95	0	1	
63	0	1	
63.05	0	1	
63.1	0	1	
63.15	0	1	
63.2	0	1	
63.25	0	1	
63.3	0	1	
63.35	0	1	
63.4	0	1	
63.45	0	1	
63.5	0	1	
63.55	0	1	
63.6	0	1	
63.65	0	1	
63.7	0	1	
63.75	0	1	
63.8	0	1	
63.85	0	1	
63.9	0	1	
63.95	0	1	
64	0	1	
64.05	0	1	
64.1	0	1	
64.15	0	1	
64.2	0	1	
64.25	0	1	
64.3	0	1	
64.35	0	1	
64.4	0	1	
64.45	0	1	
64.5	0	1	
64.55	0	1	
64.6	0	1	
64.65	0	1	
64.7	0	1	
64.75	0	1	
64.8	0	1	
64.85	0	1	
64.9	0	1	
64.95	0	1	
65	0	1	
65.05	0	1	
65.1	0	1	
65.15	0	1	
65.2	0	1	
65.25	0	1	
65.3	0	1	
65.35	1	0	
65.4	1	0	
65.45	1	0	
65.5	1	0	
65.55	1	0	
65.6	1	0	
65.65	1	0	
65.7	1	0	
65.75	1	0	
65.8	1	0	
65.85	1	0	
65.9	1	0	
65.95	1	0	
66	1	0	
66.05	1	0	
66.1	1	0	
66.15	1	0	
66.2	1	0	
66.25	1	0	
66.3	1	0	
66.35	1	0	
66.4	1	0	
66.45	1	0	
66.5	1	0	
66.55	1	0	
66.6	1	0	
66.65	1	0	
66.7	1	0	
66.75	1	0	
66.8	1	0	
66.85	1	0	
66.9	1	0	
66.95	1	0	
67	1	0	
67.05	1	0	
67.1	1	0	
67.15	1	0	
67.2	1	0	
67.25	1	0	
67.3	1	0	
67.35	1	0	
67.4	1	0	
67.45	1	0	
67.5	1	0	
67.55	1	0	
67.6	1	0	
67.65	1	0	
67.7	1	0	
67.75	1	0	
67.8	1	0	
67.85	1	0	
67.9	1	0	
67.95	1	0	
68	1	0	
68.05	1	0	
68.1	1	0	
68.15	1	0	
68.2	1	0	
68.25	1	0	
68.3	1	0	
68.35	1	0	
68.4	1	0	
68.45	1	0	
68.5	1	0	
68.55	1	0	
68.6	1	0	
68.65	1	0	
68.7	1	0	
68.75	1	0	
68.8	1	0	
68.85	1	0	
68.9	1	0	
68.95	1	0	
69	1	0	
69.05	1	0	
69.1	1	0	
69.15	1	0	
69.2	1	0	
69.25	1	0	
69.3	1	0	
69.35	1	0	
69.4	1	0	
69.45	1	0	
69.5	1	0	
69.55	1	0	
69.6	1	0	
69.65	1	0	
69.7	1	0	
69.75	1	0	
69.8	1	0	
69.85	1	0	
69.9	1	0	
69.95	1	0	
70	1	0	
70.05	1	0	
70.1	1	0	
70.15	1	0	
70.2	1	0	
70.25	1	0	
70.3	1	0	
70.35	1	0	
70.4	1	0	
70.45	1	0	
70.5	1	0	
70.55	1	0	
70.6	1	0	
70.65	1	0	
70.7	1	0	
70.75	1	0	
70.8	1	0	
70.85	1	0	
70.9	1	0	
70.95	1	0	
71	1	0	
71.05	1	0	
71.1	1	0	
71.15	1	0	
71.2	1	0	
71.25	1	0	
71.3	1	0	
71.35	1	0	
71.4	1	0	
71.45	1	0	
71.5	1	0	
71.55	1	0	
71.6	1	0	
71.65	1	0	
71.7	1	0	
71.75	1	0	
71.8	1	0	
71.85	0	1	
71.9	0	1	
71.95	0	1	
72	0	1	
72.05	0	1	
72.1	0	1	
72.15	0	1	
72.2	0	1	
72.25	0	1	
72.3	0	1	
72.35	0	1	
72.4	0	1	
72.45	0	1	
72.5	0	1	
72.55	0	1	
72.6	0	1	
72.65	0	1	
72.7	0	1	
72.75	0	1	
72.8	0	1	
72.85	0	1	
72.9	0	1	
72.95	0	1	
73	0	1	
73.05	0	1	
73.1	0	1	
73.15	0	1	
73.2	0	1	
73.25	0	1	
73.3	0	1	
73.35	0	1	
73.4	0	1	
73.45	0	1	
73.5	0	1	
73.55	0	1	
73.6	0	1	
73.65	0	1	
73.7	0	1	
73.75	0	1	
73.8	0	1	
73.85	0	1	
73.9	0	1	
73.95	0	1	
74	0	1	
74.05	0	1	
74.1	0	1	
74.15	0	1	
74.2	0	1	
74.25	0	1	
74.3	0	1	
74.35	0	1	
74.4	0	1	
74.45	0	1	
74.5	0	1	
74.55	0	1	
74.6	0	1	
74.65	0	1	
74.7	0	1	
74.75	0	1	
74.8	0	1	
74.85	0	1	
74.9	0	1	
74.95	0	1	
75	0	1	
75.05	0	1	
75.1	0	1	
75.15	0	1	
75.2	0	1	
75.25	0	1	
75.3	0	1	
75.35	0	1	
75.4	0	1	
75.45	0	1	
75.5	0	1	
75.55	0	1	
75.6	0	1	
75.65	0	1	
75.7	0	1	
75.75	0	1	
75.8	0	1	
75.85	0	1	
75.9	0	1	
75.95	0	1	
76	0	1	
76.05	0	1	
76.1	0	1	
76.15	1	0	
76.2	1	0	
76.25	1	0	
76.3	1	0	
76.35	1	0	
76.4	1	0	
76.45	1	0	
76.5	1	0	
76.55	1	0	
76.6	1	0	
76.65	1	0	
76.7	1	0	
76.75	1	0	
76.8	1	0	
76.85	1	0	
76.9	1	0	
76.95	1	0	
77	1	0	
77.05	1	0	
77.1	1	0	
77.15	1	0	
77.2	1	0	
77.25	1	0	
77.3	1	0	
77.35	1	0	
77.4	1	0	
77.45	1	0	
77.5	1	0	
77.55	1	0	
77.6	1	0	
77.65	1	0	
77.7	1	0	
77.75	1	0	
77.8	1	0	
77.85	1	0	
77.9	1	0	
77.95	1	0	
78	1	0	
78.05	1	0	
78.1	1	0	
78.15	1	0	
78.2	1	0	
78.25	1	0	
78.3	1	0	
78.35	1	0	
78.4	1	0	
78.45	1	0	
78.5	1	0	
