time	A	B	
9.3	0	1	
9.35	0	1	
9.4	0	1	
9.45	0	1	
9.5	0	1	
9.55	0	1	
9.6	0	1	
9.65	0	1	
9.7	0	1	
9.75	0	1	
9.8	0	1	
9.85	0	1	
9.9	0	1	
9.95	0	1	
10	0	1	
10.05	0	1	
10.1	0	1	
10.15	0	1	
10.2	0	1	
10.25	0	1	
10.3	0	1	
10.35	0	1	
10.4	0	1	
10.45	0	1	
10.5	0	1	
10.55	0	1	
10.6	0	1	
10.65	0	1	
10.7	0	1	
10.75	0	1	
10.8	0	1	
10.85	0	1	
10.9	0	1	
10.95	0	1	
11	0	1	
11.05	0	1	
11.1	0	1	
11.15	0	1	
11.2	0	1	
11.25	0	1	
11.3	0	1	
11.35	0	1	
11.4	0	1	
11.45	0	1	
11.5	0	1	
11.55	0	1	
11.6	0	1	
11.65	0	1	
11.7	0	1	
11.75	0	1	
11.8	0	1	
11.85	0	1	
11.9	0	1	
11.95	0	1	
12	0	1	
12.05	0	1	
12.1	0	1	
12.15	0	1	
12.2	0	1	
12.25	0	1	
12.3	0	1	
12.35	0	1	
12.4	0	1	
12.45	0	1	
12.5	0	1	
12.55	0	1	
12.6	0	1	
12.65	0	1	
12.7	0	1	
12.75	0	1	
12.8	0	1	
12.85	0	1	
12.9	0	1	
12.95	0	1	
13	0	1	
13.05	0	1	
13.1	0	1	
13.15	0	1	
13.2	0	1	
13.25	0	1	
13.3	0	1	
13.35	0	1	
13.4	0	1	
13.45	0	1	
13.5	0	1	
13.55	0	1	
13.6	0	1	
13.65	0	1	
13.7	0	1	
13.75	0	1	
13.8	0	1	
13.85	0	1	
13.9	0	1	
13.95	0	1	
14	0	1	
14.05	0	1	
14.1	0	1	
14.15	0	1	
14.2	0	1	
14.25	0	1	
14.3	0	1	
14.35	0	1	
14.4	0	1	
14.45	0	1	
14.5	0	1	
14.55	0	1	
14.6	0	1	
14.65	0	1	
14.7	0	1	
14.75	0	1	
14.8	0	1	
14.85	0	1	
14.9	0	1	
14.95	0	1	
15	0	1	
15.05	0	1	
15.1	0	1	
15.15	0	1	
15.2	0	1	
15.25	0	1	
15.3	0	1	
15.35	0	1	
15.4	0	1	
15.45	0	1	
15.5	0	1	
15.55	0	1	
15.6	0	1	
15.65	0	1	
15.7	0	1	
15.75	0	1	
15.8	0	1	
15.85	0	1	
15.9	0	1	
15.95	0	1	
16	0	1	
16.05	0	1	
16.1	0	1	
16.15	0	1	
16.2	0	1	
16.25	0	1	
16.3	0	1	
16.35	0	1	
16.4	0	1	
16.45	0	1	
16.5	0	1	
16.55	0	1	
16.6	0	1	
16.65	0	1	
16.7	0	1	
16.75	0	1	
16.8	0	1	
16.85	0	1	
16.9	0	1	
16.95	0	1	
17	0	1	
17.05	0	1	
17.1	0	1	
17.15	0	1	
17.2	0	1	
17.25	0	1	
17.3	0	1	
17.35	0	1	
17.4	0	1	
17.45	0	1	
17.5	0	1	
17.55	0	1	
17.6	0	1	
17.65	0	1	
17.7	0	1	
17.75	0	1	
17.8	0	1	
17.85	0	1	
17.9	0	1	
17.95	0	1	
18	0	1	
18.05	0	1	
18.1	0	1	
18.15	0	1	
18.2	0	1	
18.25	0	1	
18.3	0	1	
18.35	0	1	
18.4	0	1	
18.45	0	1	
18.5	0	1	
18.55	0	1	
18.6	0	1	
18.65	0	1	
18.7	0	1	
18.75	0	1	
18.8	0	1	
18.85	0	1	
18.9	0	1	
18.95	0	1	
19	0	1	
19.05	0	1	
19.1	0	1	
19.15	0	1	
19.2	0	1	
19.25	0	1	
19.3	0	1	
19.35	0	1	
19.4	0	1	
19.45	0	1	
19.5	0	1	
19.55	0	1	
19.6	0	1	
19.65	0	1	
19.7	0	1	
19.75	0	1	
19.8	0	1	
19.85	0	1	
19.9	0	1	
19.95	0	1	
20	0	1	
20.05	0	1	
20.1	0	1	
20.15	0	1	
20.2	0	1	
20.25	0	1	
20.3	0	1	
20.35	0	1	
20.4	0	1	
20.45	0	1	
20.5	0	1	
20.55	0	1	
20.6	0	1	
20.65	0	1	
20.7	0	1	
20.75	0	1	
20.8	0	1	
20.85	0	1	
20.9	0	1	
20.95	0	1	
21	0	1	
21.05	0	1	
21.1	0	1	
21.15	0	1	
21.2	0	1	
21.25	0	1	
21.3	0	1	
21.35	0	1	
21.4	0	1	
21.45	0	1	
21.5	0	1	
21.55	0	1	
21.6	0	1	
21.65	0	1	
21.7	0	1	
21.75	0	1	
21.8	0	1	
21.85	0	1	
21.9	0	1	
21.95	0	1	
22	0	1	
22.05	0	1	
22.1	0	1	
22.15	0	1	
22.2	0	1	
22.25	0	1	
22.3	0	1	
22.35	0	1	
22.4	0	1	
22.45	0	1	
22.5	0	1	
22.55	0	1	
22.6	0	1	
22.65	0	1	
22.7	0	1	
22.75	0	1	
22.8	0	1	
22.85	0	1	
22.9	0	1	
22.95	0	1	
23	0	1	
23.05	0	1	
23.1	0	1	
23.15	0	1	
23.2	0	1	
23.25	0	1	
23.3	0	1	
23.35	0	1	
23.4	0	1	
23.45	0	1	
23.5	0	1	
23.55	0	1	
23.6	0	1	
23.65	0	1	
23.7	0	1	
23.75	0	1	
23.8	0	1	
23.85	0	1	
23.9	0	1	
23.95	0	1	
24	0	1	
24.05	0	1	
24.1	0	1	
24.15	0	1	
24.2	0	1	
24.25	0	1	
24.3	0	1	
24.35	0	1	
24.4	0	1	
24.45	0	1	
24.5	0	1	
24.55	0	1	
24.6	0	1	
24.65	0	1	
24.7	0	1	
24.75	0	1	
24.8	0	1	
24.85	0	1	
24.9	0	1	
24.95	0	1	
25	0	1	
25.05	0	1	
25.1	0	1	
25.15	0	1	
25.2	0	1	
25.25	0	1	
25.3	0	1	
25.35	0	1	
25.4	0	1	
25.45	0	1	
25.5	0	1	
25.55	0	1	
25.6	0	1	
25.65	0	1	
25.7	0	1	
25.75	0	1	
25.8	0	1	
25.85	0	1	
25.9	0	1	
25.95	0	1	
26	0	1	
26.05	0	1	
26.1	0	1	
26.15	0	1	
26.2	0	1	
26.25	0	1	
26.3	0	1	
26.35	0	1	
26.4	0	1	
26.45	0	1	
26.5	0	1	
26.55	0	1	
26.6	0	1	
26.65	0	1	
26.7	0	1	
26.75	0	1	
26.8	0	1	
26.85	0	1	
26.9	0	1	
26.95	0	1	
27	0	1	
27.05	0	1	
27.1	0	1	
27.15	0	1	
27.2	0	1	
27.25	0	1	
27.3	0	1	
27.35	0	1	
27.4	0	1	
27.45	0	1	
27.5	0	1	
27.55	0	1	
27.6	0	1	
27.65	0	1	
27.7	0	1	
27.75	0	1	
27.8	0	1	
27.85	0	1	
27.9	0	1	
27.95	0	1	
28	0	1	
28.05	0	1	
28.1	0	1	
28.15	0	1	
28.2	0	1	
28.25	0	1	
28.3	0	1	
28.35	0	1	
28.4	0	1	
28.45	0	1	
28.5	0	1	
28.55	0	1	
28.6	0	1	
28.65	0	1	
28.7	0	1	
28.75	0	1	
28.8	0	1	
28.85	0	1	
28.9	0	1	
28.95	0	1	
29	0	1	
29.05	0	1	
29.1	0	1	
29.15	0	1	
29.2	0	1	
29.25	0	1	
29.3	0	1	
29.35	0	1	
29.4	0	1	
29.45	0	1	
29.5	0	1	
29.55	0	1	
29.6	0	1	
29.65	0	1	
29.7	0	1	
29.75	0	1	
29.8	0	1	
29.85	0	1	
29.9	0	1	
29.95	0	1	
30	0	1	
30.05	0	1	
30.1	0	1	
30.15	0	1	
30.2	0	1	
30.25	0	1	
30.3	0	1	
30.35	0	1	
30.4	0	1	
30.45	0	1	
30.5	0	1	
30.55	1	0	
30.6	1	0	
30.65	1	0	
30.7	1	0	
30.75	1	0	
30.8	1	0	
30.85	1	0	
30.9	1	0	
30.95	1	0	
31	1	0	
31.05	1	0	
31.1	1	0	
31.15	1	0	
31.2	1	0	
31.25	1	0	
31.3	1	0	
31.35	1	0	
31.4	1	0	
31.45	1	0	
31.5	1	0	
31.55	1	0	
31.6	1	0	
31.65	1	0	
31.7	1	0	
31.75	1	0	
31.8	1	0	
31.85	1	0	
31.9	1	0	
31.95	1	0	
32	1	0	
32.05	1	0	
32.1	1	0	
32.15	1	0	
32.2	1	0	
32.25	1	0	
32.3	1	0	
32.35	1	0	
32.4	1	0	
32.45	1	0	
32.5	1	0	
32.55	1	0	
32.6	1	0	
32.65	1	0	
32.7	1	0	
32.75	1	0	
32.8	1	0	
32.85	1	0	
32.9	1	0	
32.95	1	0	
33	1	0	
33.05	1	0	
33.1	1	0	
33.15	1	0	
33.2	1	0	
33.25	1	0	
33.3	1	0	
33.35	1	0	
33.4	1	0	
33.45	1	0	
33.5	1	0	
33.55	1	0	
33.6	1	0	
33.65	1	0	
33.7	1	0	
33.75	1	0	
33.8	1	0	
33.85	1	0	
33.9	1	0	
33.95	1	0	
34	1	0	
34.05	1	0	
34.1	1	0	
34.15	1	0	
34.2	1	0	
34.25	1	0	
34.3	1	0	
34.35	1	0	
34.4	1	0	
34.45	1	0	
34.5	1	0	
34.55	1	0	
34.6	1	0	
34.65	1	0	
34.7	1	0	
34.75	1	0	
34.8	1	0	
34.85	1	0	
34.9	1	0	
34.95	1	0	
35	1	0	
35.05	1	0	
35.1	1	0	
35.15	1	0	
35.2	1	0	
35.25	1	0	
35.3	1	0	
35.35	1	0	
35.4	1	0	
35.45	1	0	
35.5	1	0	
35.55	1	0	
35.6	1	0	
35.65	1	0	
35.7	1	0	
35.75	1	0	
35.8	1	0	
35.85	1	0	
35.9	1	0	
35.95	1	0	
36	1	0	
36.05	1	0	
36.1	1	0	
36.15	1	0	
36.2	1	0	
36.25	1	0	
36.3	1	0	
36.35	1	0	
36.4	1	0	
36.45	1	0	
36.5	1	0	
36.55	1	0	
36.6	1	0	
36.65	1	0	
36.7	1	0	
36.75	1	0	
36.8	1	0	
36.85	1	0	
36.9	1	0	
36.95	1	0	
37	1	0	
37.05	1	0	
37.1	1	0	
37.15	1	0	
37.2	1	0	
37.25	1	0	
37.3	1	0	
37.35	1	0	
37.4	1	0	
37.45	1	0	
37.5	1	0	
37.55	1	0	
37.6	1	0	
37.65	1	0	
37.7	1	0	
37.75	1	0	
37.8	1	0	
37.85	1	0	
37.9	1	0	
37.95	1	0	
38	1	0	
38.05	1	0	
38.1	1	0	
38.15	1	0	
38.2	1	0	
38.25	1	0	
38.3	1	0	
38.35	1	0	
38.4	1	0	
38.45	1	0	
38.5	1	0	
38.55	1	0	
38.6	1	0	
38.65	1	0	
38.7	1	0	
38.75	1	0	
38.8	1	0	
38.85	1	0	
38.9	1	0	
38.95	1	0	
39	1	0	
39.05	1	0	
39.1	1	0	
39.15	1	0	
39.2	1	0	
39.25	1	0	
39.3	1	0	
39.35	1	0	
39.4	1	0	
39.45	1	0	
39.5	1	0	
39.55	1	0	
39.6	1	0	
39.65	1	0	
39.7	1	0	
39.75	1	0	
39.8	1	0	
39.85	1	0	
39.9	1	0	
39.95	1	0	
40	1	0	
40.05	1	0	
40.1	1	0	
40.15	1	0	
40.2	1	0	
40.25	1	0	
40.3	1	0	
40.35	1	0	
40.4	1	0	
40.45	1	0	
40.5	1	0	
40.55	1	0	
40.6	1	0	
40.65	1	0	
40.7	1	0	
40.75	1	0	
40.8	1	0	
40.85	1	0	
40.9	1	0	
40.95	1	0	
41	1	0	
41.05	1	0	
41.1	1	0	
41.15	1	0	
41.2	1	0	
41.25	1	0	
41.3	1	0	
41.35	1	0	
41.4	1	0	
41.45	1	0	
41.5	1	0	
41.55	1	0	
41.6	1	0	
41.65	1	0	
41.7	1	0	
41.75	1	0	
41.8	1	0	
41.85	1	0	
41.9	1	0	
41.95	1	0	
42	1	0	
42.05	1	0	
42.1	1	0	
42.15	1	0	
42.2	1	0	
42.25	1	0	
42.3	1	0	
42.35	1	0	
42.4	1	0	
42.45	1	0	
42.5	1	0	
42.55	1	0	
42.6	1	0	
42.65	1	0	
42.7	1	0	
42.75	1	0	
42.8	1	0	
42.85	1	0	
42.9	1	0	
42.95	1	0	
43	1	0	
43.05	1	0	
43.1	1	0	
43.15	1	0	
43.2	1	0	
43.25	1	0	
43.3	1	0	
43.35	1	0	
43.4	1	0	
43.45	1	0	
43.5	1	0	
43.55	1	0	
43.6	1	0	
43.65	1	0	
43.7	1	0	
43.75	1	0	
43.8	1	0	
43.85	1	0	
43.9	1	0	
43.95	1	0	
44	1	0	
44.05	1	0	
44.1	1	0	
44.15	1	0	
44.2	1	0	
44.25	1	0	
44.3	1	0	
44.35	1	0	
44.4	1	0	
44.45	1	0	
44.5	1	0	
44.55	1	0	
44.6	1	0	
44.65	1	0	
44.7	1	0	
44.75	1	0	
44.8	1	0	
44.85	1	0	
44.9	1	0	
44.95	1	0	
45	1	0	
45.05	1	0	
45.1	1	0	
45.15	1	0	
45.2	1	0	
45.25	1	0	
45.3	1	0	
45.35	1	0	
45.4	1	0	
45.45	1	0	
45.5	1	0	
45.55	1	0	
45.6	1	0	
45.65	1	0	
45.7	1	0	
45.75	1	0	
45.8	1	0	
45.85	1	0	
45.9	1	0	
45.95	1	0	
46	1	0	
46.05	1	0	
46.1	1	0	
46.15	1	0	
46.2	1	0	
46.25	1	0	
46.3	1	0	
46.35	1	0	
46.4	1	0	
46.45	1	0	
46.5	1	0	
46.55	1	0	
46.6	1	0	
46.65	1	0	
46.7	1	0	
46.75	1	0	
46.8	1	0	
46.85	1	0	
46.9	1	0	
46.95	1	0	
47	1	0	
47.05	1	0	
47.1	1	0	
47.15	1	0	
47.2	1	0	
47.25	1	0	
47.3	1	0	
47.35	1	0	
47.4	1	0	
47.45	1	0	
47.5	1	0	
47.55	1	0	
47.6	1	0	
47.65	1	0	
47.7	1	0	
47.75	1	0	
47.8	1	0	
47.85	1	0	
47.9	1	0	
47.95	1	0	
48	1	0	
48.05	1	0	
48.1	1	0	
48.15	1	0	
48.2	1	0	
48.25	1	0	
48.3	1	0	
48.35	1	0	
48.4	1	0	
48.45	1	0	
48.5	1	0	
48.55	1	0	
48.6	1	0	
48.65	1	0	
48.7	1	0	
48.75	1	0	
48.8	1	0	
48.85	1	0	
48.9	1	0	
48.95	1	0	
49	1	0	
49.05	1	0	
49.1	1	0	
49.15	1	0	
49.2	1	0	
49.25	1	0	
49.3	1	0	
49.35	1	0	
49.4	1	0	
49.45	1	0	
49.5	1	0	
49.55	1	0	
49.6	1	0	
49.65	1	0	
49.7	1	0	
49.75	1	0	
49.8	1	0	
49.85	1	0	
49.9	1	0	
49.95	1	0	
50	1	0	
50.05	1	0	
50.1	1	0	
50.15	1	0	
50.2	1	0	
50.25	1	0	
50.3	1	0	
50.35	1	0	
50.4	1	0	
50.45	1	0	
50.5	1	0	
50.55	1	0	
50.6	1	0	
50.65	1	0	
50.7	1	0	
50.75	1	0	
50.8	1	0	
50.85	1	0	
50.9	1	0	
50.95	1	0	
51	1	0	
51.05	1	0	
51.1	1	0	
51.15	1	0	
51.2	1	0	
51.25	1	0	
51.3	1	0	
51.35	1	0	
51.4	1	0	
51.45	1	0	
51.5	1	0	
51.55	1	0	
51.6	1	0	
51.65	1	0	
51.7	1	0	
51.75	1	0	
51.8	1	0	
51.85	1	0	
51.9	1	0	
51.95	1	0	
52	1	0	
52.05	1	0	
52.1	1	0	
52.15	1	0	
52.2	1	0	
52.25	1	0	
52.3	1	0	
52.35	1	0	
52.4	1	0	
52.45	1	0	
52.5	0	1	
52.55	0	1	
52.6	0	1	
52.65	0	1	
52.7	0	1	
52.75	0	1	
52.8	0	1	
52.85	0	1	
52.9	0	1	
52.95	0	1	
53	0	1	
53.05	0	1	
53.1	0	1	
53.15	0	1	
53.2	0	1	
53.25	0	1	
53.3	0	1	
53.35	0	1	
53.4	0	1	
53.45	0	1	
53.5	0	1	
53.55	0	1	
53.6	0	1	
53.65	0	1	
53.7	0	1	
53.75	0	1	
53.8	0	1	
53.85	0	1	
53.9	0	1	
53.95	0	1	
54	0	1	
54.05	0	1	
54.1	0	1	
54.15	0	1	
54.2	0	1	
54.25	0	1	
54.3	0	1	
54.35	0	1	
54.4	0	1	
54.45	0	1	
54.5	0	1	
54.55	0	1	
54.6	0	1	
54.65	0	1	
54.7	0	1	
54.75	0	1	
54.8	0	1	
54.85	0	1	
54.9	0	1	
54.95	0	1	
55	0	1	
55.05	0	1	
55.1	0	1	
55.15	0	1	
55.2	0	1	
55.25	0	1	
55.3	0	1	
55.35	0	1	
55.4	0	1	
55.45	0	1	
55.5	0	1	
55.55	0	1	
55.6	0	1	
55.65	0	1	
55.7	0	1	
55.75	0	1	
55.8	0	1	
55.85	0	1	
55.9	0	1	
55.95	0	1	
56	0	1	
56.05	0	1	
56.1	0	1	
56.15	0	1	
56.2	0	1	
56.25	0	1	
56.3	0	1	
56.35	0	1	
56.4	0	1	
56.45	0	1	
56.5	0	1	
56.55	0	1	
56.6	0	1	
56.65	0	1	
56.7	0	1	
56.75	0	1	
56.8	0	1	
56.85	0	1	
56.9	0	1	
56.95	0	1	
57	0	1	
57.05	0	1	
57.1	0	1	
57.15	0	1	
57.2	0	1	
57.25	0	1	
57.3	0	1	
57.35	0	1	
57.4	0	1	
57.45	0	1	
57.5	0	1	
57.55	0	1	
57.6	0	1	
57.65	0	1	
57.7	0	1	
57.75	0	1	
57.8	0	1	
57.85	0	1	
57.9	0	1	
57.95	0	1	
58	0	1	
58.05	0	1	
58.1	0	1	
58.15	0	1	
58.2	0	1	
58.25	0	1	
58.3	0	1	
58.35	0	1	
58.4	0	1	
58.45	0	1	
58.5	0	1	
58.55	0	1	
58.6	0	1	
58.65	0	1	
58.7	0	1	
58.75	0	1	
58.8	0	1	
58.85	0	1	
58.9	0	1	
58.95	0	1	
59	0	1	
59.05	0	1	
59.1	0	1	
59.15	0	1	
59.2	0	1	
59.25	0	1	
59.3	0	1	
59.35	1	0	
59.4	1	0	
59.45	1	0	
59.5	1	0	
59.55	1	0	
59.6	1	0	
59.65	1	0	
59.7	1	0	
59.75	1	0	
59.8	1	0	
59.85	1	0	
59.9	1	0	
59.95	1	0	
60	1	0	
60.05	1	0	
60.1	1	0	
60.15	1	0	
60.2	1	0	
60.25	1	0	
60.3	1	0	
60.35	1	0	
60.4	1	0	
60.45	1	0	
60.5	1	0	
60.55	1	0	
60.6	1	0	
60.65	1	0	
60.7	1	0	
60.75	1	0	
60.8	1	0	
60.85	1	0	
60.9	1	0	
60.95	1	0	
61	1	0	
61.05	1	0	
61.1	1	0	
61.15	1	0	
61.2	1	0	
61.25	1	0	
61.3	1	0	
61.35	1	0	
61.4	1	0	
61.45	1	0	
61.5	1	0	
61.55	1	0	
61.6	1	0	
61.65	1	0	
61.7	1	0	
61.75	1	0	
61.8	1	0	
61.85	1	0	
61.9	1	0	
61.95	1	0	
62	1	0	
62.05	1	0	
62.1	1	0	
62.15	1	0	
62.2	1	0	
62.25	1	0	
62.3	1	0	
62.35	1	0	
62.4	1	0	
62.45	1	0	
62.5	1	0	
62.55	1	0	
62.6	1	0	
62.65	1	0	
62.7	1	0	
62.75	1	0	
62.8	1	0	
62.85	1	0	
62.9	1	0	
62.95	1	0	
63	1	0	
63.05	1	0	
63.1	1	0	
63.15	1	0	
63.2	1	0	
63.25	1	0	
63.3	1	0	
63.35	1	0	
63.4	1	0	
63.45	1	0	
63.5	1	0	
63.55	1	0	
63.6	1	0	
63.65	1	0	
63.7	1	0	
63.75	1	0	
63.8	1	0	
63.85	1	0	
63.9	1	0	
63.95	1	0	
64	1	0	
64.05	1	0	
64.1	1	0	
64.15	1	0	
64.2	1	0	
64.25	1	0	
64.3	1	0	
64.35	1	0	
64.4	1	0	
64.45	1	0	
64.5	1	0	
64.55	1	0	
64.6	1	0	
64.65	1	0	
64.7	1	0	
64.75	1	0	
64.8	1	0	
64.85	1	0	
64.9	1	0	
64.95	1	0	
65	1	0	
65.05	1	0	
65.1	1	0	
65.15	1	0	
65.2	1	0	
65.25	1	0	
65.3	1	0	
65.35	1	0	
65.4	1	0	
65.45	1	0	
65.5	1	0	
65.55	1	0	
65.6	1	0	
65.65	1	0	
65.7	1	0	
65.75	1	0	
65.8	1	0	
65.85	1	0	
65.9	1	0	
65.95	1	0	
66	1	0	
66.05	1	0	
66.1	1	0	
66.15	1	0	
66.2	1	0	
66.25	1	0	
66.3	1	0	
66.35	1	0	
66.4	1	0	
66.45	1	0	
66.5	1	0	
66.55	1	0	
66.6	1	0	
66.65	1	0	
66.7	1	0	
66.75	1	0	
66.8	1	0	
66.85	1	0	
66.9	1	0	
66.95	1	0	
67	1	0	
67.05	1	0	
67.1	1	0	
67.15	1	0	
67.2	0	1	
67.25	0	1	
67.3	0	1	
67.35	0	1	
67.4	0	1	
67.45	0	1	
67.5	0	1	
67.55	0	1	
67.6	0	1	
67.65	0	1	
67.7	0	1	
67.75	0	1	
67.8	0	1	
67.85	0	1	
67.9	0	1	
67.95	0	1	
68	0	1	
68.05	0	1	
68.1	0	1	
68.15	0	1	
68.2	0	1	
68.25	0	1	
68.3	0	1	
68.35	0	1	
68.4	0	1	
68.45	0	1	
68.5	0	1	
68.55	0	1	
68.6	0	1	
68.65	0	1	
68.7	0	1	
68.75	0	1	
68.8	0	1	
68.85	0	1	
68.9	0	1	
68.95	0	1	
69	0	1	
69.05	0	1	
69.1	0	1	
69.15	0	1	
69.2	0	1	
69.25	0	1	
69.3	0	1	
69.35	0	1	
69.4	0	1	
69.45	0	1	
69.5	0	1	
69.55	0	1	
69.6	0	1	
69.65	0	1	
69.7	0	1	
69.75	0	1	
69.8	0	1	
69.85	0	1	
69.9	0	1	
69.95	0	1	
70	0	1	
70.05	0	1	
70.1	0	1	
70.15	0	1	
70.2	0	1	
70.25	0	1	
70.3	0	1	
70.35	0	1	
70.4	0	1	
70.45	0	1	
70.5	0	1	
70.55	0	1	
70.6	0	1	
70.65	0	1	
70.7	0	1	
70.75	0	1	
70.8	0	1	
70.85	0	1	
70.9	0	1	
70.95	0	1	
71	0	1	
71.05	0	1	
71.1	0	1	
71.15	0	1	
71.2	0	1	
71.25	0	1	
71.3	0	1	
71.35	0	1	
71.4	0	1	
71.45	0	1	
71.5	0	1	
71.55	0	1	
71.6	0	1	
71.65	0	1	
71.7	0	1	
71.75	0	1	
71.8	0	1	
71.85	0	1	
71.9	0	1	
71.95	0	1	
72	0	1	
72.05	0	1	
72.1	0	1	
72.15	0	1	
72.2	0	1	
72.25	0	1	
72.3	0	1	
72.35	0	1	
72.4	0	1	
72.45	0	1	
72.5	0	1	
72.55	0	1	
72.6	0	1	
72.65	0	1	
72.7	0	1	
72.75	0	1	
72.8	0	1	
72.85	0	1	
72.9	0	1	
72.95	0	1	
73	0	1	
73.05	0	1	
73.1	0	1	
73.15	0	1	
73.2	0	1	
73.25	0	1	
73.3	0	1	
73.35	0	1	
73.4	0	1	
73.45	0	1	
73.5	0	1	
73.55	0	1	
73.6	0	1	
73.65	0	1	
73.7	0	1	
73.75	0	1	
73.8	0	1	
73.85	0	1	
73.9	0	1	
73.95	0	1	
74	0	1	
74.05	0	1	
74.1	0	1	
74.15	0	1	
74.2	0	1	
74.25	0	1	
74.3	0	1	
74.35	0	1	
74.4	0	1	
74.45	0	1	
74.5	0	1	
74.55	0	1	
74.6	0	1	
74.65	0	1	
74.7	0	1	
74.75	0	1	
74.8	0	1	
74.85	0	1	
74.9	0	1	
74.95	0	1	
75	0	1	
75.05	0	1	
75.1	0	1	
75.15	0	1	
75.2	0	1	
75.25	0	1	
75.3	0	1	
75.35	0	1	
75.4	0	1	
75.45	0	1	
75.5	0	1	
75.55	0	1	
75.6	0	1	
75.65	0	1	
75.7	0	1	
75.75	0	1	
75.8	0	1	
75.85	0	1	
75.9	0	1	
75.95	0	1	
76	0	1	
76.05	0	1	
76.1	0	1	
76.15	0	1	
76.2	0	1	
76.25	0	1	
76.3	0	1	
76.35	0	1	
76.4	0	1	
76.45	0	1	
76.5	0	1	
76.55	0	1	
76.6	0	1	
76.65	1	0	
76.7	1	0	
76.75	1	0	
76.8	1	0	
76.85	1	0	
76.9	1	0	
76.95	1	0	
77	1	0	
77.05	1	0	
77.1	1	0	
77.15	1	0	
77.2	1	0	
77.25	1	0	
77.3	1	0	
77.35	1	0	
77.4	1	0	
77.45	1	0	
77.5	1	0	
77.55	1	0	
77.6	1	0	
77.65	1	0	
77.7	1	0	
77.75	1	0	
77.8	1	0	
77.85	1	0	
77.9	1	0	
77.95	1	0	
78	1	0	
78.05	1	0	
78.1	1	0	
78.15	1	0	
78.2	1	0	
78.25	1	0	
78.3	1	0	
78.35	1	0	
78.4	1	0	
78.45	1	0	
78.5	1	0	
